opportunity_id,account_id,opportunity_name,created_date,close_date,stage_name,amount,probability,expected_revenue,owner_id,lead_source,primary_campaign_id,forecast_category,next_step,days_in_current_stage,is_stale
OPP000343,ACC000543,Pioneer Labs 30 - Lifecycle Redesign,2025-12-22,2026-03-22,Prospecting,140927,0.1,14092.7,USR000021,Referral,,Commit,No next step logged,33,True
OPP000344,ACC000489,Nimbus Ops 79 - HubSpot-SFDC Integration,2026-06-07,2026-07-30,Proposal,35620,0.6,21372.0,USR000022,Event,CMP000033,Best Case,Executive follow-up,27,False
OPP000345,ACC000207,Meridian Works - Lifecycle Redesign,2026-04-06,2026-08-31,Discovery,181057,0.25,45264.25,USR000007,Organic Search,CMP000002,Pipeline,Legal review,13,False
OPP000346,ACC000586,Northstar Systems - Lifecycle Redesign,2026-05-28,2026-06-12,Demo,42132,0.4,16852.8,USR000018,Content Download,CMP000013,Commit,Legal review,33,False
OPP000347,ACC000267,Nova Software - HubSpot-SFDC Integration,2025-04-12,2025-06-09,Proposal,8545,0.6,5127.0,USR000019,Content Download,,Pipeline,Executive follow-up,21,False
OPP000348,ACC000469,Nova Markets 92 - HubSpot-SFDC Integration,2026-05-30,2026-10-13,Discovery,201554,0.25,50388.5,USR000011,LinkedIn,CMP000013,Best Case,Schedule discovery,40,False
OPP000349,ACC000149,Signal Cloud 71 - Lead Routing,2025-09-20,2026-01-16,Proposal,79136,0.6,47481.6,USR000011,Direct,CMP000022,Best Case,Technical scoping,11,False
OPP000350,ACC000176,Pioneer Ops 94 - RevOps Retainer,2025-09-21,2026-01-08,Demo,249914,0.4,99965.6,USR000018,Paid Search,CMP000030,Best Case,Schedule discovery,35,False
OPP000351,ACC000472,Evergreen Markets 21 - CRM Cleanup,2025-10-28,2026-01-28,Closed Won,67502,1.0,67502.0,USR000019,Event,CMP000035,Closed,,25,False
OPP000352,ACC000385,Clearpath Labs 47 - Reporting Build,2025-07-29,2025-11-12,Proposal,15974,0.6,9584.4,USR000022,Partner,CMP000025,Best Case,Legal review,24,False
OPP000353,ACC000346,Vertex Platform - HubSpot-SFDC Integration,2025-01-16,2025-06-06,Negotiation,154219,0.75,115664.25,USR000022,Outbound,CMP000036,Pipeline,Send proposal,9,False
OPP000354,ACC000273,Summit Cloud - HubSpot-SFDC Integration,2026-05-27,2026-10-28,Proposal,194230,0.6,116538.0,USR000022,LinkedIn,CMP000020,Best Case,No next step logged,57,True
OPP000355,ACC000411,Atlas Software 68 - CRM Cleanup,2025-07-29,2025-11-07,Discovery,21916,0.25,5479.0,USR000009,Paid Search,CMP000031,Pipeline,Executive follow-up,15,False
OPP000356,ACC000472,Evergreen Markets 21 - CRM Cleanup,2026-06-09,2026-08-31,Prospecting,65672,0.1,6567.2,USR000021,Paid Search,CMP000036,Best Case,Technical scoping,9,False
OPP000357,ACC000145,Pioneer Works - Reporting Build,2025-06-16,2025-09-23,Discovery,37810,0.25,9452.5,USR000023,Direct,CMP000016,Best Case,No next step logged,27,True
OPP000358,ACC000174,Vertex Markets 10 - Lead Routing,2025-05-18,2025-08-30,Demo,129239,0.4,51695.6,USR000010,Webinar,CMP000031,Commit,Technical scoping,41,False
OPP000359,ACC000006,Northstar Data - CRM Cleanup,2025-07-20,2025-10-26,Proposal,44313,0.6,26587.8,USR000021,Event,,Commit,Legal review,32,False
OPP000360,ACC000272,Cobalt Platform 66 - Reporting Build,2026-02-06,2026-05-22,Proposal,92636,0.6,55581.6,USR000021,Partner,CMP000024,Pipeline,Technical scoping,34,False
OPP000361,ACC000150,Northstar Solutions - Reporting Build,2025-07-05,2025-09-24,Negotiation,18616,0.75,13962.0,USR000009,Partner,CMP000020,Best Case,Legal review,31,False
OPP000362,ACC000519,Summit Intelligence 93 - CRM Cleanup,2026-02-20,2026-05-10,Closed Lost,27838,0.0,0.0,USR000021,Content Download,CMP000008,Closed,,4,False
OPP000363,ACC000346,Vertex Platform - Lifecycle Redesign,2025-12-26,2026-04-04,Closed Won,142608,1.0,142608.0,USR000019,Paid Search,CMP000018,Closed,,55,False
OPP000364,ACC000246,Apex Networks - Lifecycle Redesign,2025-03-02,2025-08-23,Prospecting,308367,0.1,30836.7,USR000022,Referral,CMP000007,Commit,Legal review,45,False
OPP000365,ACC000009,Nova Markets - CRM Cleanup,2025-11-13,2026-03-08,Discovery,383267,0.25,95816.75,USR000027,Outbound,CMP000005,Pipeline,Executive follow-up,40,False
OPP000366,ACC000164,Northstar Health 86 - HubSpot-SFDC Integration,2025-10-17,2026-01-21,Prospecting,33952,0.1,3395.2,USR000007,Content Download,CMP000029,Best Case,Schedule discovery,18,False
OPP000367,ACC000505,Atlas Health 62 - CRM Cleanup,2026-01-11,2026-03-04,Prospecting,87046,0.1,8704.6,USR000018,Referral,CMP000026,Best Case,Schedule discovery,37,False
OPP000368,ACC000239,Evergreen Works - Reporting Build,2026-02-12,2026-06-01,Discovery,44070,0.25,11017.5,USR000021,LinkedIn,CMP000019,Commit,Schedule discovery,26,False
OPP000369,ACC000648,Atlas Intelligence 43 - HubSpot-SFDC Integration,2025-05-19,2025-07-27,Prospecting,48342,0.1,4834.2,USR000011,Paid Search,CMP000023,Commit,Schedule discovery,5,False
OPP000370,ACC000637,Clearpath Health 91 - CRM Cleanup,2025-07-23,2025-08-29,Demo,12377,0.4,4950.8,USR000011,Direct,CMP000024,Commit,Send proposal,31,False
OPP000371,ACC000326,Clearpath Intelligence 13 - Lead Routing,2025-10-04,2025-12-08,Demo,334151,0.4,133660.4,USR000007,Webinar,CMP000008,Best Case,Executive follow-up,2,False
OPP000372,ACC000505,Atlas Health 62 - HubSpot-SFDC Integration,2025-05-18,2025-08-15,Prospecting,41570,0.1,4157.0,USR000010,Content Download,CMP000024,Best Case,Technical scoping,31,False
OPP000373,ACC000128,Ironwood Cloud - HubSpot-SFDC Integration,2025-04-15,2025-04-30,Prospecting,86339,0.1,8633.9,USR000022,Webinar,CMP000035,Commit,Schedule discovery,31,False
OPP000374,ACC000266,Keystone Dynamics - Reporting Build,2025-07-13,2025-12-23,Prospecting,458048,0.1,45804.8,USR000023,Organic Search,CMP000016,Commit,Schedule discovery,37,False
OPP000375,ACC000181,Northstar Cloud - Lead Routing,2025-11-30,2026-04-11,Proposal,98973,0.6,59383.8,USR000023,Paid Search,CMP000032,Pipeline,Executive follow-up,25,False
OPP000376,ACC000330,Clearpath Intelligence 41 - Lifecycle Redesign,2025-01-28,2025-07-07,Discovery,103287,0.25,25821.75,USR000009,Content Download,CMP000010,Commit,No next step logged,48,True
OPP000377,ACC000152,Cobalt Platform - RevOps Retainer,2025-09-18,2025-12-09,Discovery,20004,0.25,5001.0,USR000019,Outbound,CMP000015,Pipeline,No next step logged,38,True
OPP000378,ACC000350,Keystone Networks 89 - Lifecycle Redesign,2026-05-08,2026-06-22,Closed Lost,105940,0.0,0.0,USR000019,Webinar,CMP000021,Closed,,38,False
OPP000379,ACC000572,Cobalt Software - Lead Routing,2026-02-12,2026-06-06,Discovery,148993,0.25,37248.25,USR000019,Webinar,CMP000010,Pipeline,Send proposal,33,False
OPP000380,ACC000035,Summit Analytics - HubSpot-SFDC Integration,2025-04-29,2025-05-31,Demo,62355,0.4,24942.0,USR000021,Referral,CMP000031,Commit,Send proposal,23,False
OPP000381,ACC000119,BluePeak Systems 86 - HubSpot-SFDC Integration,2026-01-19,2026-05-14,Discovery,55700,0.25,13925.0,USR000023,Outbound,CMP000016,Pipeline,No next step logged,35,True
OPP000382,ACC000375,Apex Group - HubSpot-SFDC Integration,2026-02-20,2026-05-30,Discovery,552975,0.25,138243.75,USR000023,Event,CMP000009,Best Case,Executive follow-up,11,False
OPP000383,ACC000194,Keystone Platform 69 - Reporting Build,2026-04-09,2026-05-05,Proposal,30864,0.6,18518.4,USR000010,Partner,CMP000023,Commit,Legal review,31,False
OPP000384,ACC000208,Atlas Platform 18 - HubSpot-SFDC Integration,2025-10-07,2025-12-14,Closed Lost,121262,0.0,0.0,USR000005,Direct,CMP000030,Closed,,40,False
OPP000385,ACC000276,BluePeak Data 21 - RevOps Retainer,2026-01-10,2026-01-25,Closed Won,12313,1.0,12313.0,USR000021,Organic Search,CMP000006,Closed,,49,False
OPP000386,ACC000242,Meridian Intelligence 67 - Lead Routing,2025-06-19,2025-09-08,Closed Won,54080,1.0,54080.0,USR000027,Webinar,CMP000010,Closed,,30,False
OPP000387,ACC000040,Nimbus Markets - Reporting Build,2025-10-19,2026-02-13,Prospecting,242908,0.1,24290.8,USR000018,Referral,CMP000011,Best Case,Technical scoping,16,False
OPP000388,ACC000106,Clearpath Data - Reporting Build,2025-09-05,2025-11-10,Demo,57378,0.4,22951.2,USR000027,Content Download,CMP000009,Pipeline,Send proposal,33,False
OPP000389,ACC000346,Vertex Platform - Reporting Build,2025-03-13,2025-07-08,Closed Won,160199,1.0,160199.0,USR000019,Partner,CMP000015,Closed,,71,False
OPP000390,ACC000010,Catalyst Labs - Reporting Build,2025-03-05,2025-03-25,Proposal,36356,0.6,21813.6,USR000009,Direct,CMP000002,Pipeline,Executive follow-up,27,False
OPP000391,ACC000033,Signal Group - CRM Cleanup,2025-10-17,2026-03-04,Demo,114933,0.4,45973.2,USR000011,LinkedIn,CMP000024,Best Case,Legal review,27,False
OPP000392,ACC000282,BluePeak Markets 96 - Lead Routing,2025-12-23,2026-03-06,Closed Won,51701,1.0,51701.0,USR000011,Partner,CMP000020,Closed,,9,False
OPP000393,ACC000387,Apex Dynamics - RevOps Retainer,2026-02-10,2026-06-29,Closed Won,633238,1.0,633238.0,USR000019,Referral,,Closed,,33,False
OPP000394,ACC000533,Keystone Networks 16 - HubSpot-SFDC Integration,2025-07-04,2025-08-20,Prospecting,24073,0.1,2407.3,USR000009,Referral,CMP000036,Pipeline,Legal review,51,True
OPP000395,ACC000463,Catalyst Health 65 - RevOps Retainer,2025-08-08,2025-12-28,Discovery,133674,0.25,33418.5,USR000014,LinkedIn,CMP000032,Commit,Executive follow-up,47,True
OPP000396,ACC000283,Evergreen Group - Lifecycle Redesign,2026-05-25,2026-09-02,Proposal,164728,0.6,98836.8,USR000021,LinkedIn,CMP000015,Pipeline,Send proposal,22,False
OPP000397,ACC000362,Atlas Markets - CRM Cleanup,2025-04-30,2025-05-26,Discovery,46792,0.25,11698.0,USR000018,LinkedIn,CMP000005,Pipeline,Schedule discovery,33,False
OPP000398,ACC000420,Northstar Health 3 - Lead Routing,2026-02-25,2026-06-14,Closed Lost,44421,0.0,0.0,USR000014,Outbound,CMP000027,Closed,,52,False
OPP000399,ACC000346,Vertex Platform - Lifecycle Redesign,2025-05-16,2025-10-11,Closed Won,58994,1.0,58994.0,USR000014,Event,CMP000025,Closed,,9,False
OPP000400,ACC000634,Ironwood Systems 99 - Lifecycle Redesign,2026-02-24,2026-07-22,Demo,189022,0.4,75608.8,USR000007,LinkedIn,CMP000007,Commit,No next step logged,5,True
OPP000401,ACC000322,BluePeak Group 91 - HubSpot-SFDC Integration,2025-10-30,2026-01-28,Negotiation,9610,0.75,7207.5,USR000010,Referral,CMP000015,Best Case,Executive follow-up,11,False
OPP000402,ACC000423,BluePeak Intelligence - Lead Routing,2026-01-10,2026-06-02,Closed Won,134207,1.0,134207.0,USR000005,Organic Search,CMP000024,Closed,,20,False
OPP000403,ACC000333,Keystone Works - Lead Routing,2026-04-16,2026-09-10,Demo,79296,0.4,31718.4,USR000007,Paid Search,CMP000036,Commit,No next step logged,10,True
OPP000404,ACC000375,Apex Group - CRM Cleanup,2025-03-01,2025-09-20,Closed Won,82200,1.0,82200.0,USR000010,Event,CMP000006,Closed,,17,False
OPP000405,ACC000317,Cobalt Health - CRM Cleanup,2025-08-15,2025-09-14,Closed Won,40084,1.0,40084.0,USR000023,Webinar,CMP000009,Closed,,8,False
OPP000406,ACC000176,Pioneer Ops 94 - HubSpot-SFDC Integration,2026-05-23,2026-09-30,Negotiation,137223,0.75,102917.25,USR000021,Webinar,CMP000030,Pipeline,No next step logged,26,True
OPP000407,ACC000029,Bright Labs - Lifecycle Redesign,2026-03-17,2026-06-09,Closed Won,85942,1.0,85942.0,USR000021,Outbound,CMP000003,Closed,,30,False
OPP000408,ACC000439,Signal Data 41 - RevOps Retainer,2026-01-20,2026-07-15,Closed Lost,486616,0.0,0.0,USR000027,Outbound,CMP000036,Closed,,38,False
OPP000409,ACC000620,Bright Networks 83 - CRM Cleanup,2025-03-26,2025-05-17,Discovery,14357,0.25,3589.25,USR000022,Direct,CMP000031,Best Case,Legal review,50,True
OPP000410,ACC000346,Vertex Platform - HubSpot-SFDC Integration,2026-03-23,2026-08-16,Closed Lost,266559,0.0,0.0,USR000022,Direct,CMP000027,Closed,,18,False
OPP000411,ACC000262,Clearpath Software 45 - Lifecycle Redesign,2025-02-04,2025-05-08,Closed Lost,90895,0.0,0.0,USR000021,Organic Search,CMP000021,Closed,,35,False
OPP000412,ACC000435,BluePeak Cloud 83 - Lead Routing,2026-01-08,2026-04-15,Prospecting,52877,0.1,5287.7,USR000022,Organic Search,,Pipeline,Schedule discovery,7,False
OPP000413,ACC000528,Catalyst Data 39 - Lead Routing,2026-03-07,2026-05-24,Proposal,416366,0.6,249819.6,USR000022,Referral,CMP000034,Commit,Send proposal,13,False
OPP000414,ACC000273,Summit Cloud - HubSpot-SFDC Integration,2026-05-08,2026-09-10,Prospecting,148151,0.1,14815.1,USR000009,Event,,Best Case,Send proposal,5,False
OPP000415,ACC000485,Nimbus Platform 85 - Reporting Build,2025-10-23,2026-01-18,Proposal,27067,0.6,16240.2,USR000011,Content Download,CMP000025,Commit,Executive follow-up,9,False
OPP000416,ACC000535,Ironwood Health 54 - CRM Cleanup,2025-01-14,2025-04-29,Closed Lost,86223,0.0,0.0,USR000027,Organic Search,CMP000009,Closed,,53,False
OPP000417,ACC000203,Bright Data 15 - Lifecycle Redesign,2025-08-22,2025-12-13,Discovery,21160,0.25,5290.0,USR000014,Referral,CMP000001,Pipeline,Send proposal,51,True
OPP000418,ACC000148,Pioneer Cloud - Reporting Build,2025-11-14,2026-03-10,Proposal,100089,0.6,60053.4,USR000007,Organic Search,CMP000026,Commit,Technical scoping,18,False
OPP000419,ACC000483,Apex Ops 16 - CRM Cleanup,2025-10-12,2025-11-26,Demo,13502,0.4,5400.8,USR000014,Organic Search,CMP000008,Commit,Executive follow-up,33,False
OPP000420,ACC000187,Atlas Labs - Lifecycle Redesign,2025-09-04,2025-11-03,Closed Won,23352,1.0,23352.0,USR000014,Direct,CMP000017,Closed,,42,False
OPP000421,ACC000521,Summit Ops 58 - Lead Routing,2025-01-28,2025-05-24,Prospecting,58378,0.1,5837.8,USR000022,Event,CMP000027,Commit,Send proposal,21,False
OPP000422,ACC000330,Clearpath Intelligence 41 - Reporting Build,2026-01-07,2026-07-30,Proposal,102532,0.6,61519.2,USR000005,Paid Search,CMP000004,Best Case,Executive follow-up,6,False
OPP000423,ACC000002,Vertex Markets - Lifecycle Redesign,2025-08-04,2025-11-13,Discovery,82344,0.25,20586.0,USR000005,Paid Search,CMP000011,Commit,Technical scoping,54,True
OPP000424,ACC000034,Atlas Data - RevOps Retainer,2025-03-29,2025-08-08,Closed Lost,81612,0.0,0.0,USR000010,Direct,CMP000020,Closed,,20,False
OPP000425,ACC000583,Summit Software 94 - Reporting Build,2025-09-12,2025-11-01,Discovery,14650,0.25,3662.5,USR000019,Referral,CMP000018,Pipeline,Schedule discovery,30,False
OPP000426,ACC000032,Bright Analytics - HubSpot-SFDC Integration,2026-05-28,2026-09-07,Demo,12391,0.4,4956.4,USR000007,Webinar,,Commit,No next step logged,19,True
OPP000427,ACC000375,Apex Group - HubSpot-SFDC Integration,2026-03-04,2026-08-14,Discovery,112420,0.25,28105.0,USR000021,Webinar,CMP000018,Pipeline,No next step logged,22,True
OPP000428,ACC000510,Ironwood Group 82 - CRM Cleanup,2025-05-16,2025-09-30,Prospecting,36140,0.1,3614.0,USR000005,Direct,CMP000003,Best Case,Send proposal,51,True
OPP000429,ACC000019,Catalyst Markets 54 - Reporting Build,2025-07-23,2025-10-11,Closed Lost,81763,0.0,0.0,USR000023,Referral,CMP000036,Closed,,24,False
OPP000430,ACC000408,Clearpath Intelligence 94 - CRM Cleanup,2026-06-03,2026-10-02,Prospecting,161327,0.1,16132.7,USR000007,LinkedIn,CMP000007,Pipeline,Schedule discovery,36,False
OPP000431,ACC000133,Vertex Analytics - RevOps Retainer,2025-12-07,2026-04-10,Demo,83515,0.4,33406.0,USR000022,Event,CMP000004,Commit,Legal review,29,False
OPP000432,ACC000273,Summit Cloud - Lead Routing,2026-04-13,2026-08-07,Proposal,119144,0.6,71486.4,USR000023,Webinar,CMP000002,Commit,Schedule discovery,39,False
OPP000433,ACC000161,Clearpath Analytics - RevOps Retainer,2026-02-09,2026-05-15,Demo,16592,0.4,6636.8,USR000018,Outbound,CMP000030,Commit,Send proposal,11,False
OPP000434,ACC000310,Cobalt Labs 56 - Reporting Build,2025-02-12,2025-06-12,Closed Lost,207441,0.0,0.0,USR000011,LinkedIn,CMP000004,Closed,,7,False
OPP000435,ACC000599,Clearpath Networks 31 - HubSpot-SFDC Integration,2025-11-26,2026-02-03,Prospecting,44554,0.1,4455.4,USR000009,Referral,CMP000018,Best Case,Legal review,45,False
OPP000436,ACC000346,Vertex Platform - Lifecycle Redesign,2026-03-31,2026-08-01,Closed Won,119901,1.0,119901.0,USR000007,Partner,CMP000011,Closed,,34,False
OPP000437,ACC000009,Nova Markets - RevOps Retainer,2026-06-03,2026-09-15,Proposal,650000,0.6,390000.0,USR000023,LinkedIn,CMP000012,Pipeline,Executive follow-up,24,False
OPP000438,ACC000095,Cobalt Works - HubSpot-SFDC Integration,2025-04-07,2025-08-19,Closed Won,34420,1.0,34420.0,USR000009,Event,CMP000013,Closed,,63,False
OPP000439,ACC000589,Nimbus Analytics 95 - Reporting Build,2026-03-20,2026-08-31,Closed Lost,100692,0.0,0.0,USR000023,Partner,CMP000003,Closed,,43,False
OPP000440,ACC000052,Pioneer Platform - Reporting Build,2025-01-21,2025-04-19,Discovery,14808,0.25,3702.0,USR000010,Organic Search,CMP000017,Best Case,No next step logged,39,True
OPP000441,ACC000375,Apex Group - Lifecycle Redesign,2025-11-21,2026-03-31,Closed Won,211618,1.0,211618.0,USR000005,Organic Search,CMP000014,Closed,,30,False
OPP000442,ACC000396,Meridian Data - Lifecycle Redesign,2025-02-05,2025-04-22,Prospecting,5000,0.1,500.0,USR000027,Outbound,CMP000033,Pipeline,No next step logged,33,True
OPP000443,ACC000223,Clearpath Systems - Lifecycle Redesign,2025-09-12,2025-12-10,Closed Lost,60259,0.0,0.0,USR000009,Webinar,CMP000013,Closed,,37,False
OPP000444,ACC000356,Evergreen Dynamics 75 - Lifecycle Redesign,2026-05-01,2026-07-11,Closed Lost,57671,0.0,0.0,USR000014,Content Download,CMP000021,Closed,,11,False
OPP000445,ACC000246,Apex Networks - HubSpot-SFDC Integration,2025-02-22,2025-06-11,Proposal,199253,0.6,119551.8,USR000022,Organic Search,CMP000026,Best Case,Schedule discovery,7,False
OPP000446,ACC000506,Cobalt Dynamics 47 - Reporting Build,2025-07-29,2025-11-22,Closed Won,144194,1.0,144194.0,USR000021,Content Download,CMP000033,Closed,,26,False
OPP000447,ACC000437,Clearpath Solutions 31 - Lead Routing,2025-12-03,2026-01-03,Prospecting,5000,0.1,500.0,USR000019,Content Download,,Commit,Send proposal,12,False
OPP000448,ACC000433,Catalyst Ops - HubSpot-SFDC Integration,2025-04-09,2025-07-30,Closed Lost,64001,0.0,0.0,USR000023,LinkedIn,CMP000014,Closed,,27,False
OPP000449,ACC000513,Ironwood Platform - Lead Routing,2025-07-14,2025-09-19,Demo,5298,0.4,2119.2,USR000009,Webinar,CMP000014,Pipeline,Legal review,37,False
OPP000450,ACC000316,Bright Ops - Lifecycle Redesign,2025-01-07,2025-02-09,Closed Won,51326,1.0,51326.0,USR000011,Organic Search,CMP000010,Closed,,3,False
OPP000451,ACC000173,Keystone Health - HubSpot-SFDC Integration,2026-04-23,2026-06-22,Prospecting,30270,0.1,3027.0,USR000010,Paid Search,CMP000018,Best Case,Executive follow-up,49,True
OPP000452,ACC000237,Northstar Markets - Lifecycle Redesign,2025-01-13,2025-04-06,Demo,94558,0.4,37823.2,USR000019,Outbound,CMP000022,Pipeline,No next step logged,26,True
OPP000453,ACC000555,Keystone Systems 68 - Lead Routing,2025-01-31,2025-04-30,Demo,39194,0.4,15677.6,USR000007,Event,CMP000010,Best Case,Send proposal,32,False
OPP000454,ACC000092,Ironwood Software - Reporting Build,2025-12-03,2026-05-08,Discovery,72554,0.25,18138.5,USR000011,Referral,CMP000002,Commit,Technical scoping,33,False
OPP000455,ACC000202,Clearpath Labs 59 - HubSpot-SFDC Integration,2025-11-05,2026-01-03,Proposal,54922,0.6,32953.2,USR000027,Direct,,Pipeline,Send proposal,42,False
OPP000456,ACC000407,Meridian Cloud - Lifecycle Redesign,2026-05-25,2026-09-15,Demo,88333,0.4,35333.2,USR000018,Content Download,CMP000017,Pipeline,Send proposal,68,True
OPP000457,ACC000163,Catalyst Group 20 - Lifecycle Redesign,2025-10-19,2026-02-09,Closed Won,170136,1.0,170136.0,USR000011,Content Download,CMP000036,Closed,,30,False
OPP000458,ACC000204,Northstar Labs - Lifecycle Redesign,2025-06-26,2025-08-08,Prospecting,30815,0.1,3081.5,USR000018,Outbound,CMP000007,Pipeline,Send proposal,34,False
OPP000459,ACC000549,Evergreen Ops 76 - RevOps Retainer,2025-04-11,2025-07-19,Proposal,23534,0.6,14120.4,USR000021,LinkedIn,CMP000025,Commit,Technical scoping,34,False
OPP000460,ACC000464,Catalyst Intelligence - Lifecycle Redesign,2025-03-04,2025-09-03,Demo,190567,0.4,76226.8,USR000022,Webinar,CMP000020,Best Case,Legal review,62,True
OPP000461,ACC000182,Apex Analytics - HubSpot-SFDC Integration,2026-01-05,2026-04-10,Negotiation,286723,0.75,215042.25,USR000021,Webinar,CMP000003,Best Case,Executive follow-up,36,False
OPP000462,ACC000563,Apex Group 61 - RevOps Retainer,2025-08-26,2025-12-18,Discovery,161977,0.25,40494.25,USR000021,Webinar,CMP000018,Best Case,No next step logged,14,True
OPP000463,ACC000002,Vertex Markets - Lifecycle Redesign,2025-02-06,2025-06-25,Closed Won,166609,1.0,166609.0,USR000010,Partner,CMP000030,Closed,,36,False
OPP000464,ACC000316,Bright Ops - HubSpot-SFDC Integration,2025-12-06,2026-03-05,Closed Won,46533,1.0,46533.0,USR000005,Paid Search,CMP000036,Closed,,10,False
OPP000465,ACC000293,Atlas Labs 13 - Reporting Build,2025-01-29,2025-05-01,Discovery,53295,0.25,13323.75,USR000010,LinkedIn,CMP000025,Pipeline,No next step logged,52,True
OPP000466,ACC000182,Apex Analytics - HubSpot-SFDC Integration,2026-05-04,2026-09-13,Negotiation,420814,0.75,315610.5,USR000019,Webinar,CMP000005,Commit,Legal review,41,False
OPP000467,ACC000232,Nova Networks - Lead Routing,2025-11-27,2026-02-27,Closed Lost,11901,0.0,0.0,USR000018,LinkedIn,CMP000003,Closed,,9,False
OPP000468,ACC000541,Summit Markets 97 - HubSpot-SFDC Integration,2025-09-24,2025-10-09,Closed Lost,16904,0.0,0.0,USR000007,Event,CMP000021,Closed,,39,False
OPP000469,ACC000062,Northstar Analytics - Lifecycle Redesign,2025-03-15,2025-04-12,Prospecting,42419,0.1,4241.9,USR000009,Outbound,CMP000022,Best Case,Executive follow-up,36,False
OPP000470,ACC000624,Evergreen Works 94 - HubSpot-SFDC Integration,2026-05-30,2026-08-13,Proposal,86070,0.6,51642.0,USR000027,Paid Search,CMP000004,Pipeline,Schedule discovery,20,False
OPP000471,ACC000275,Meridian Labs - Lifecycle Redesign,2025-10-21,2025-11-19,Discovery,7108,0.25,1777.0,USR000019,Direct,CMP000004,Pipeline,No next step logged,4,True
OPP000472,ACC000110,Cobalt Dynamics 35 - CRM Cleanup,2025-05-18,2025-09-15,Negotiation,237481,0.75,178110.75,USR000014,Referral,CMP000009,Pipeline,Send proposal,26,False
OPP000473,ACC000643,Meridian Software - Reporting Build,2025-11-15,2026-03-11,Proposal,147296,0.6,88377.6,USR000022,LinkedIn,CMP000004,Best Case,Legal review,8,False
OPP000474,ACC000145,Pioneer Works - HubSpot-SFDC Integration,2025-12-02,2026-02-12,Closed Lost,37189,0.0,0.0,USR000019,Organic Search,CMP000028,Closed,,51,False
OPP000475,ACC000249,Nova Intelligence 92 - HubSpot-SFDC Integration,2026-03-24,2026-06-26,Prospecting,116939,0.1,11693.9,USR000007,Direct,CMP000025,Commit,Legal review,14,False
OPP000476,ACC000436,Vertex Dynamics 39 - CRM Cleanup,2025-11-21,2026-05-25,Discovery,311027,0.25,77756.75,USR000018,Outbound,CMP000035,Best Case,No next step logged,16,True
OPP000477,ACC000182,Apex Analytics - HubSpot-SFDC Integration,2026-04-07,2026-07-25,Discovery,275140,0.25,68785.0,USR000023,Direct,CMP000028,Commit,Schedule discovery,36,False
OPP000478,ACC000470,Bright Health 44 - Lead Routing,2026-03-28,2026-06-06,Closed Lost,70706,0.0,0.0,USR000007,Outbound,CMP000027,Closed,,18,False
OPP000479,ACC000157,Meridian Data 49 - Lead Routing,2025-06-16,2025-10-12,Prospecting,72522,0.1,7252.2,USR000011,Event,CMP000026,Pipeline,Executive follow-up,21,False
OPP000480,ACC000646,Summit Data 97 - Lead Routing,2025-07-28,2025-10-07,Discovery,212157,0.25,53039.25,USR000007,LinkedIn,CMP000005,Pipeline,Send proposal,18,False
OPP000481,ACC000340,Summit Health 69 - Lifecycle Redesign,2025-11-24,2026-03-11,Demo,252971,0.4,101188.4,USR000005,Paid Search,CMP000034,Pipeline,Technical scoping,38,False
OPP000482,ACC000479,Evergreen Markets 75 - CRM Cleanup,2025-06-11,2025-08-11,Demo,80773,0.4,32309.2,USR000018,Direct,CMP000023,Pipeline,Legal review,29,False
OPP000483,ACC000555,Keystone Systems 68 - RevOps Retainer,2026-03-14,2026-04-26,Demo,37778,0.4,15111.2,USR000010,Content Download,CMP000016,Commit,Schedule discovery,19,False
OPP000484,ACC000461,Northstar Intelligence - Lead Routing,2025-10-29,2026-01-21,Discovery,35436,0.25,8859.0,USR000023,Referral,CMP000021,Commit,Send proposal,19,False
OPP000485,ACC000525,BluePeak Software 47 - HubSpot-SFDC Integration,2026-04-25,2026-05-22,Prospecting,5350,0.1,535.0,USR000005,Referral,CMP000026,Best Case,Executive follow-up,20,False
OPP000486,ACC000337,Vertex Systems 29 - RevOps Retainer,2025-06-14,2025-10-12,Prospecting,224482,0.1,22448.2,USR000019,Paid Search,CMP000003,Best Case,Send proposal,20,False
OPP000487,ACC000037,Atlas Systems - Lifecycle Redesign,2025-04-30,2025-08-21,Discovery,123184,0.25,30796.0,USR000021,Paid Search,CMP000026,Pipeline,Schedule discovery,24,False
OPP000488,ACC000397,Clearpath Markets 43 - Lifecycle Redesign,2025-11-22,2025-12-07,Closed Won,18738,1.0,18738.0,USR000005,Event,CMP000029,Closed,,23,False
OPP000489,ACC000452,Apex Solutions 9 - Lifecycle Redesign,2025-02-14,2025-05-28,Proposal,132154,0.6,79292.4,USR000023,Outbound,CMP000018,Pipeline,Schedule discovery,23,False
OPP000490,ACC000461,Northstar Intelligence - RevOps Retainer,2025-05-25,2025-06-29,Demo,16594,0.4,6637.6,USR000007,Direct,CMP000016,Commit,Legal review,22,False
OPP000491,ACC000617,Summit Software 67 - Lead Routing,2025-02-18,2025-04-19,Closed Lost,17034,0.0,0.0,USR000022,Direct,CMP000018,Closed,,37,False
OPP000492,ACC000273,Summit Cloud - CRM Cleanup,2025-03-09,2025-08-19,Negotiation,142774,0.75,107080.5,USR000014,Direct,CMP000025,Pipeline,Send proposal,38,False
