External Opportunity ID,External Account ID,Opportunity Name,Created Date,Close Date,Salesforce Stage Suggested,Original Stage,Amount,Probability,Expected Revenue,Owner External ID,Lead Source,Primary Campaign External ID,Forecast Category,Next Step,Days in Current Stage,Is Stale
OPP000312,ACC000500,Summit Markets 10 - CRM Cleanup,2025-08-21,2025-12-08,Proposal,Proposal,118681,0.6,71208.6,USR000027,Content Download,CMP000030,Best Case,Technical scoping,31,False
OPP000374,ACC000266,Keystone Dynamics - Reporting Build,2025-07-13,2025-12-23,Prospecting,Prospecting,458048,0.1,45804.8,USR000023,Organic Search,CMP000016,Commit,Schedule discovery,37,False
OPP000111,ACC000435,BluePeak Cloud 83 - RevOps Retainer,2025-08-26,2025-12-13,Demo,Demo,23466,0.4,9386.4,USR000010,Direct,CMP000036,Pipeline,Schedule discovery,34,False
OPP001121,ACC000436,Vertex Dynamics 39 - RevOps Retainer,2025-12-29,2026-03-24,Closed Lost,Closed Lost,158283,0.0,0.0,USR000019,Direct,CMP000013,Closed,,59,False
OPP000666,ACC000105,Summit Ops - Reporting Build,2026-01-16,2026-07-19,Proposal,Proposal,226323,0.6,135793.8,USR000019,LinkedIn,CMP000025,Best Case,Legal review,14,False
OPP001369,ACC000552,Evergreen Group 93 - RevOps Retainer,2025-01-11,2025-05-12,Demo,Demo,164899,0.4,65959.6,USR000019,Webinar,CMP000032,Pipeline,Legal review,91,True
OPP001224,ACC000553,Vertex Networks 66 - RevOps Retainer,2025-12-31,2026-04-09,Negotiation,Negotiation,32132,0.75,24099.0,USR000005,Organic Search,CMP000010,Best Case,Legal review,15,False
OPP000536,ACC000064,Vertex Systems - Lead Routing,2025-12-03,2026-05-20,Proposal,Proposal,209721,0.6,125832.6,USR000021,Event,CMP000006,Best Case,Legal review,7,False
OPP001563,ACC000173,Keystone Health - CRM Cleanup,2025-11-08,2026-04-04,Discovery,Discovery,117676,0.25,29419.0,USR000027,LinkedIn,CMP000019,Best Case,Executive follow-up,26,False
OPP000159,ACC000436,Vertex Dynamics 39 - RevOps Retainer,2025-03-24,2025-08-08,Proposal,Proposal,184971,0.6,110982.6,USR000023,Referral,CMP000019,Best Case,No next step logged,40,True
OPP000963,ACC000528,Catalyst Data 39 - RevOps Retainer,2026-04-01,2026-08-30,Negotiation,Negotiation,44729,0.75,33546.75,USR000027,Content Download,CMP000027,Pipeline,Legal review,20,False
OPP000722,ACC000199,Nova Cloud 58 - Lead Routing,2025-05-12,2025-11-03,Demo,Demo,217374,0.4,86949.6,USR000021,Webinar,CMP000007,Best Case,Technical scoping,20,False
OPP000576,ACC000131,Bright Cloud 66 - Lifecycle Redesign,2025-09-19,2026-01-21,Closed Won,Closed Won,49440,1.0,49440.0,USR000014,Event,CMP000012,Closed,,70,False
OPP000401,ACC000322,BluePeak Group 91 - HubSpot-SFDC Integration,2025-10-30,2026-01-28,Negotiation,Negotiation,9610,0.75,7207.5,USR000010,Referral,CMP000015,Best Case,Executive follow-up,11,False
OPP000542,ACC000084,Summit Systems - RevOps Retainer,2026-05-05,2026-09-17,Proposal,Proposal,25828,0.6,15496.8,USR000023,Paid Search,CMP000024,Best Case,Executive follow-up,49,True
OPP000599,ACC000589,Nimbus Analytics 95 - Lead Routing,2025-02-14,2025-06-23,Prospecting,Prospecting,184223,0.1,18422.3,USR000011,Direct,CMP000014,Pipeline,Legal review,33,False
OPP000654,ACC000070,Catalyst Solutions 58 - RevOps Retainer,2025-08-22,2025-10-28,Prospecting,Prospecting,100999,0.1,10099.9,USR000021,Event,CMP000002,Commit,Legal review,36,False
OPP000833,ACC000346,Vertex Platform - Reporting Build,2025-10-04,2026-02-24,Prospecting,Prospecting,230892,0.1,23089.2,USR000010,Referral,CMP000033,Pipeline,Send proposal,38,False
OPP001521,ACC000479,Evergreen Markets 75 - RevOps Retainer,2025-05-24,2025-08-23,Discovery,Discovery,228782,0.25,57195.5,USR000007,Direct,,Pipeline,No next step logged,29,True
OPP000479,ACC000157,Meridian Data 49 - Lead Routing,2025-06-16,2025-10-12,Prospecting,Prospecting,72522,0.1,7252.2,USR000011,Event,CMP000026,Pipeline,Executive follow-up,21,False
OPP000007,ACC000044,Evergreen Cloud - RevOps Retainer,2026-04-14,2026-07-10,Discovery,Discovery,38879,0.25,9719.75,USR000023,Webinar,CMP000028,Pipeline,Legal review,31,False
OPP001399,ACC000320,Atlas Cloud 86 - HubSpot-SFDC Integration,2025-04-23,2025-05-08,Closed Won,Closed Won,239370,1.0,239370.0,USR000014,Partner,CMP000034,Closed,,38,False
OPP001226,ACC000003,Northstar Ops - RevOps Retainer,2026-04-03,2026-07-04,Negotiation,Negotiation,81255,0.75,60941.25,USR000023,Outbound,CMP000035,Commit,Executive follow-up,12,False
OPP001147,ACC000346,Vertex Platform - CRM Cleanup,2026-04-11,2026-08-29,Demo,Demo,83597,0.4,33438.8,USR000010,Organic Search,CMP000025,Commit,Send proposal,17,False
OPP001217,ACC000290,Vertex Health - RevOps Retainer,2026-02-13,2026-05-29,Closed Won,Closed Won,94234,1.0,94234.0,USR000011,Event,CMP000026,Closed,,11,False
OPP000725,ACC000610,Ironwood Platform 46 - Lifecycle Redesign,2026-06-08,2026-09-23,Discovery,Discovery,50864,0.25,12716.0,USR000019,Referral,CMP000013,Pipeline,No next step logged,24,True
OPP001544,ACC000512,Cobalt Cloud 80 - Lifecycle Redesign,2026-03-27,2026-05-15,Demo,Demo,8639,0.4,3455.6,USR000014,Webinar,CMP000030,Pipeline,Executive follow-up,8,False
OPP001000,ACC000147,Vertex Health 82 - HubSpot-SFDC Integration,2025-07-09,2025-09-24,Closed Lost,Closed Lost,90250,0.0,0.0,USR000023,Organic Search,,Closed,,25,False
OPP000984,ACC000445,Clearpath Cloud - RevOps Retainer,2025-01-23,2025-03-31,Closed Won,Closed Won,218415,1.0,218415.0,USR000027,Outbound,CMP000012,Closed,,30,False
OPP001290,ACC000635,Nimbus Markets 25 - HubSpot-SFDC Integration,2025-11-17,2026-05-01,Discovery,Discovery,230708,0.25,57677.0,USR000011,Partner,CMP000030,Commit,Executive follow-up,70,True
OPP000615,ACC000310,Cobalt Labs 56 - Reporting Build,2025-08-17,2025-12-04,Closed Lost,Closed Lost,53377,0.0,0.0,USR000007,Outbound,CMP000029,Closed,,31,False
OPP001583,ACC000426,Evergreen Ops 30 - CRM Cleanup,2025-09-18,2026-01-30,Closed Won,Closed Won,122413,1.0,122413.0,USR000014,Content Download,CMP000028,Closed,,16,False
OPP000481,ACC000340,Summit Health 69 - Lifecycle Redesign,2025-11-24,2026-03-11,Demo,Demo,252971,0.4,101188.4,USR000005,Paid Search,CMP000034,Pipeline,Technical scoping,38,False
OPP000405,ACC000317,Cobalt Health - CRM Cleanup,2025-08-15,2025-09-14,Closed Won,Closed Won,40084,1.0,40084.0,USR000023,Webinar,CMP000009,Closed,,8,False
OPP001308,ACC000573,Cobalt Cloud 5 - HubSpot-SFDC Integration,2026-03-17,2026-06-10,Prospecting,Prospecting,57845,0.1,5784.5,USR000007,LinkedIn,CMP000031,Pipeline,Legal review,23,False
OPP000585,ACC000259,Nimbus Software - CRM Cleanup,2025-07-11,2025-11-18,Prospecting,Prospecting,18104,0.1,1810.4,USR000007,Paid Search,CMP000021,Pipeline,No next step logged,14,True
OPP001623,ACC000471,Evergreen Solutions - Lifecycle Redesign,2025-03-10,2025-06-04,Prospecting,Prospecting,54722,0.1,5472.2,USR000021,Direct,CMP000015,Best Case,Send proposal,23,False
OPP001146,ACC000633,Catalyst Software 33 - RevOps Retainer,2025-06-13,2025-10-17,Proposal,Proposal,24259,0.6,14555.4,USR000021,LinkedIn,CMP000029,Commit,Schedule discovery,48,True
OPP000376,ACC000330,Clearpath Intelligence 41 - Lifecycle Redesign,2025-01-28,2025-07-07,Discovery,Discovery,103287,0.25,25821.75,USR000009,Content Download,CMP000010,Commit,No next step logged,48,True
OPP000119,ACC000246,Apex Networks - RevOps Retainer,2025-09-15,2026-01-09,Proposal,Proposal,164970,0.6,98982.0,USR000021,Content Download,CMP000024,Best Case,No next step logged,16,True
OPP000277,ACC000397,Clearpath Markets 43 - HubSpot-SFDC Integration,2025-01-01,2025-02-10,Closed Won,Closed Won,10089,1.0,10089.0,USR000005,Event,CMP000003,Closed,,14,False
OPP000432,ACC000273,Summit Cloud - Lead Routing,2026-04-13,2026-08-07,Proposal,Proposal,119144,0.6,71486.4,USR000023,Webinar,CMP000002,Commit,Schedule discovery,39,False
OPP000912,ACC000265,Catalyst Cloud 14 - Reporting Build,2026-01-16,2026-05-01,Prospecting,Prospecting,42018,0.1,4201.8,USR000023,Paid Search,CMP000009,Best Case,No next step logged,23,True
OPP001143,ACC000638,Apex Systems - RevOps Retainer,2025-03-29,2025-09-08,Negotiation,Negotiation,73629,0.75,55221.75,USR000021,Direct,,Pipeline,Legal review,8,False
OPP000617,ACC000426,Evergreen Ops 30 - Reporting Build,2025-10-21,2026-01-20,Demo,Demo,211934,0.4,84773.6,USR000019,Paid Search,CMP000024,Pipeline,Executive follow-up,43,False
OPP000584,ACC000022,Summit Dynamics - Lead Routing,2025-07-15,2025-12-17,Closed Lost,Closed Lost,123667,0.0,0.0,USR000010,Direct,,Closed,,29,False
OPP000431,ACC000133,Vertex Analytics - RevOps Retainer,2025-12-07,2026-04-10,Demo,Demo,83515,0.4,33406.0,USR000022,Event,CMP000004,Commit,Legal review,29,False
OPP001286,ACC000063,Nova Analytics - CRM Cleanup,2025-12-19,2026-05-14,Prospecting,Prospecting,31707,0.1,3170.7,USR000021,Event,CMP000030,Pipeline,Executive follow-up,12,False
OPP000913,ACC000033,Signal Group - Reporting Build,2025-03-09,2025-05-31,Closed Lost,Closed Lost,33149,0.0,0.0,USR000009,Direct,CMP000007,Closed,,21,False
OPP000647,ACC000412,Bright Dynamics 65 - RevOps Retainer,2025-06-04,2025-09-29,Discovery,Discovery,173920,0.25,43480.0,USR000023,Partner,CMP000022,Pipeline,Send proposal,13,False
OPP001483,ACC000412,Bright Dynamics 65 - Reporting Build,2025-02-05,2025-06-23,Closed Lost,Closed Lost,48732,0.0,0.0,USR000014,LinkedIn,CMP000001,Closed,,13,False
OPP000308,ACC000578,Northstar Dynamics 19 - Lifecycle Redesign,2025-05-06,2025-08-14,Closed Lost,Closed Lost,76543,0.0,0.0,USR000011,Content Download,CMP000001,Closed,,95,False
OPP000484,ACC000461,Northstar Intelligence - Lead Routing,2025-10-29,2026-01-21,Discovery,Discovery,35436,0.25,8859.0,USR000023,Referral,CMP000021,Commit,Send proposal,19,False
OPP000752,ACC000249,Nova Intelligence 92 - RevOps Retainer,2025-09-19,2026-01-05,Proposal,Proposal,291370,0.6,174822.0,USR000010,Webinar,CMP000012,Best Case,Send proposal,58,True
OPP000968,ACC000307,Nova Data - Reporting Build,2025-01-03,2025-04-06,Closed Lost,Closed Lost,81582,0.0,0.0,USR000021,Content Download,CMP000003,Closed,,20,False
OPP000863,ACC000516,Cobalt Labs 40 - RevOps Retainer,2026-05-01,2026-08-20,Proposal,Proposal,69964,0.6,41978.4,USR000023,Webinar,CMP000013,Best Case,Send proposal,18,False
OPP001110,ACC000089,Ironwood Data - Reporting Build,2025-12-06,2026-03-25,Negotiation,Negotiation,33406,0.75,25054.5,USR000010,Outbound,CMP000035,Best Case,Legal review,38,False
OPP000325,ACC000027,Meridian Systems - Lifecycle Redesign,2025-09-26,2026-03-14,Prospecting,Prospecting,272264,0.1,27226.4,USR000007,Event,CMP000030,Best Case,Executive follow-up,14,False
OPP001560,ACC000255,BluePeak Labs - Reporting Build,2025-04-05,2025-08-07,Discovery,Discovery,141783,0.25,35445.75,USR000018,LinkedIn,CMP000016,Commit,Send proposal,42,False
OPP000670,ACC000375,Apex Group - HubSpot-SFDC Integration,2026-04-04,2026-10-04,Prospecting,Prospecting,75381,0.1,7538.1,USR000027,Content Download,CMP000027,Commit,Send proposal,30,False
OPP001494,ACC000118,Meridian Labs 60 - Lifecycle Redesign,2025-12-03,2026-05-15,Proposal,Proposal,175029,0.6,105017.4,USR000010,Organic Search,CMP000021,Pipeline,Schedule discovery,14,False
OPP000179,ACC000105,Summit Ops - RevOps Retainer,2025-02-27,2025-06-29,Prospecting,Prospecting,125431,0.1,12543.1,USR000014,Event,CMP000024,Best Case,Send proposal,36,False
OPP001313,ACC000384,Ironwood Networks 73 - RevOps Retainer,2025-09-03,2025-11-10,Closed Lost,Closed Lost,97212,0.0,0.0,USR000014,Webinar,CMP000004,Closed,,35,False
OPP000170,ACC000259,Nimbus Software - Lifecycle Redesign,2025-12-23,2026-03-26,Discovery,Discovery,35714,0.25,8928.5,USR000011,Partner,CMP000033,Commit,Technical scoping,65,True
OPP000702,ACC000607,BluePeak Ops 21 - CRM Cleanup,2025-04-06,2025-07-11,Proposal,Proposal,65498,0.6,39298.8,USR000022,LinkedIn,CMP000036,Commit,Technical scoping,62,True
OPP000769,ACC000581,Northstar Networks 30 - Lead Routing,2025-02-13,2025-05-06,Demo,Demo,151586,0.4,60634.4,USR000021,Organic Search,CMP000027,Best Case,Send proposal,23,False
OPP000954,ACC000408,Clearpath Intelligence 94 - HubSpot-SFDC Integration,2025-08-25,2026-01-01,Prospecting,Prospecting,80864,0.1,8086.4,USR000009,Outbound,,Commit,Legal review,30,False
OPP000184,ACC000026,Ironwood Markets - Lead Routing,2026-06-10,2026-10-15,Proposal,Proposal,41580,0.6,24948.0,USR000021,Direct,CMP000006,Pipeline,Technical scoping,31,False
OPP000039,ACC000277,Meridian Works 77 - RevOps Retainer,2025-01-15,2025-03-14,Closed Lost,Closed Lost,259650,0.0,0.0,USR000021,Referral,CMP000010,Closed,,39,False
OPP000243,ACC000078,Bright Solutions - Reporting Build,2026-04-24,2026-05-13,Closed Lost,Closed Lost,28577,0.0,0.0,USR000027,Webinar,CMP000012,Closed,,27,False
OPP001122,ACC000028,Keystone Markets - HubSpot-SFDC Integration,2026-02-26,2026-03-28,Proposal,Proposal,9249,0.6,5549.4,USR000027,Partner,CMP000024,Pipeline,No next step logged,42,True
OPP000205,ACC000640,Northstar Markets 56 - Reporting Build,2026-01-20,2026-05-23,Negotiation,Negotiation,135263,0.75,101447.25,USR000009,Event,CMP000015,Best Case,Legal review,19,False
OPP000570,ACC000607,BluePeak Ops 21 - Lifecycle Redesign,2026-05-19,2026-09-20,Proposal,Proposal,67504,0.6,40502.4,USR000005,Content Download,CMP000023,Pipeline,Legal review,17,False
OPP000009,ACC000138,Pioneer Intelligence - HubSpot-SFDC Integration,2026-06-06,2026-06-21,Demo,Demo,5000,0.4,2000.0,USR000027,Event,CMP000035,Commit,Schedule discovery,14,False
OPP001129,ACC000343,Bright Systems 91 - CRM Cleanup,2026-04-06,2026-08-02,Negotiation,Negotiation,157545,0.75,118158.75,USR000022,Content Download,CMP000001,Commit,Executive follow-up,10,False
OPP000649,ACC000353,Pioneer Solutions - Lead Routing,2025-02-12,2025-04-18,Closed Lost,Closed Lost,65698,0.0,0.0,USR000005,Outbound,CMP000012,Closed,,53,False
OPP001060,ACC000126,Meridian Software 78 - Reporting Build,2025-01-16,2025-06-03,Demo,Demo,193523,0.4,77409.2,USR000021,Outbound,CMP000003,Pipeline,Technical scoping,24,False
OPP000841,ACC000141,Nimbus Data - CRM Cleanup,2025-06-23,2025-11-10,Closed Lost,Closed Lost,162790,0.0,0.0,USR000005,Direct,CMP000012,Closed,,9,False
OPP000163,ACC000009,Nova Markets - Reporting Build,2026-05-17,2026-10-24,Discovery,Discovery,108424,0.25,27106.0,USR000007,Partner,CMP000036,Best Case,No next step logged,9,True
OPP000161,ACC000379,Evergreen Networks 48 - RevOps Retainer,2025-05-09,2025-09-03,Proposal,Proposal,76607,0.6,45964.2,USR000011,Direct,CMP000024,Pipeline,Technical scoping,43,False
OPP001148,ACC000398,Cobalt Platform 29 - Reporting Build,2025-07-20,2025-10-21,Demo,Demo,29974,0.4,11989.6,USR000023,Content Download,CMP000034,Commit,Technical scoping,34,False
OPP000072,ACC000404,Cobalt Cloud - Reporting Build,2025-05-15,2025-06-04,Proposal,Proposal,13365,0.6,8019.0,USR000023,Outbound,CMP000013,Pipeline,Executive follow-up,70,True
OPP000764,ACC000095,Cobalt Works - Reporting Build,2025-07-25,2025-09-22,Prospecting,Prospecting,34222,0.1,3422.2,USR000023,Referral,,Pipeline,Schedule discovery,9,False
OPP001014,ACC000228,Cobalt Intelligence - RevOps Retainer,2026-01-17,2026-05-15,Prospecting,Prospecting,33868,0.1,3386.8,USR000011,Direct,CMP000014,Pipeline,Technical scoping,27,False
OPP000748,ACC000199,Nova Cloud 58 - RevOps Retainer,2025-04-06,2025-07-29,Prospecting,Prospecting,87629,0.1,8762.9,USR000010,Organic Search,CMP000017,Commit,Send proposal,24,False
OPP001194,ACC000259,Nimbus Software - CRM Cleanup,2025-01-10,2025-03-24,Closed Lost,Closed Lost,13494,0.0,0.0,USR000022,Event,CMP000017,Closed,,14,False
OPP001099,ACC000248,Signal Health - RevOps Retainer,2025-12-06,2026-03-31,Demo,Demo,334072,0.4,133628.8,USR000010,Outbound,CMP000016,Pipeline,Send proposal,8,False
OPP000449,ACC000513,Ironwood Platform - Lead Routing,2025-07-14,2025-09-19,Demo,Demo,5298,0.4,2119.2,USR000009,Webinar,CMP000014,Pipeline,Legal review,37,False
OPP000892,ACC000156,Bright Works - CRM Cleanup,2026-04-01,2026-05-04,Demo,Demo,19611,0.4,7844.4,USR000019,LinkedIn,CMP000029,Commit,No next step logged,11,True
OPP001111,ACC000069,Clearpath Networks - HubSpot-SFDC Integration,2025-12-06,2026-02-06,Closed Lost,Closed Lost,5000,0.0,0.0,USR000023,Paid Search,CMP000004,Closed,,60,False
OPP000280,ACC000487,Bright Markets - RevOps Retainer,2025-05-01,2025-06-20,Prospecting,Prospecting,48029,0.1,4802.9,USR000021,Outbound,CMP000030,Pipeline,Executive follow-up,26,False
OPP000191,ACC000464,Catalyst Intelligence - HubSpot-SFDC Integration,2025-07-18,2025-12-12,Closed Lost,Closed Lost,62948,0.0,0.0,USR000022,Organic Search,CMP000028,Closed,,2,False
OPP000079,ACC000606,Cobalt Dynamics - Reporting Build,2025-03-26,2025-07-21,Closed Won,Closed Won,291421,1.0,291421.0,USR000021,Paid Search,CMP000002,Closed,,88,False
OPP000020,ACC000483,Apex Ops 16 - Lifecycle Redesign,2025-04-24,2025-07-09,Demo,Demo,28669,0.4,11467.6,USR000027,Partner,,Commit,Send proposal,26,False
OPP000746,ACC000025,Evergreen Systems - HubSpot-SFDC Integration,2025-08-07,2026-01-08,Prospecting,Prospecting,423015,0.1,42301.5,USR000007,LinkedIn,CMP000031,Commit,Schedule discovery,22,False
OPP000557,ACC000339,BluePeak Solutions - RevOps Retainer,2025-01-20,2025-05-02,Discovery,Discovery,57360,0.25,14340.0,USR000010,Content Download,CMP000005,Best Case,Legal review,24,False
OPP000091,ACC000290,Vertex Health - RevOps Retainer,2026-02-05,2026-05-30,Demo,Demo,105320,0.4,42128.0,USR000010,Outbound,CMP000036,Commit,No next step logged,14,True
OPP000059,ACC000337,Vertex Systems 29 - Lifecycle Redesign,2025-08-10,2025-11-14,Demo,Demo,139980,0.4,55992.0,USR000018,Event,CMP000022,Pipeline,Technical scoping,3,False
OPP001447,ACC000021,Bright Health - RevOps Retainer,2025-11-14,2025-12-19,Prospecting,Prospecting,11257,0.1,1125.7,USR000007,Paid Search,CMP000027,Commit,Executive follow-up,37,False
OPP000488,ACC000397,Clearpath Markets 43 - Lifecycle Redesign,2025-11-22,2025-12-07,Closed Won,Closed Won,18738,1.0,18738.0,USR000005,Event,CMP000029,Closed,,23,False
OPP001389,ACC000135,Ironwood Labs - RevOps Retainer,2026-05-29,2026-08-12,Proposal,Proposal,10813,0.6,6487.8,USR000019,Paid Search,CMP000034,Best Case,Send proposal,18,False
OPP000262,ACC000317,Cobalt Health - Reporting Build,2025-10-19,2025-12-21,Proposal,Proposal,41335,0.6,24801.0,USR000022,Organic Search,CMP000029,Best Case,Technical scoping,36,False
OPP000777,ACC000411,Atlas Software 68 - Lead Routing,2025-06-19,2025-09-01,Closed Lost,Closed Lost,50687,0.0,0.0,USR000005,Event,CMP000009,Closed,,24,False
OPP001270,ACC000176,Pioneer Ops 94 - Lifecycle Redesign,2026-02-13,2026-07-23,Demo,Demo,417327,0.4,166930.8,USR000005,Referral,CMP000025,Commit,No next step logged,42,True
OPP000680,ACC000253,Ironwood Ops - RevOps Retainer,2025-09-11,2025-10-02,Closed Lost,Closed Lost,75953,0.0,0.0,USR000007,Partner,CMP000029,Closed,,62,False
OPP001072,ACC000423,BluePeak Intelligence - Lifecycle Redesign,2025-11-08,2026-02-28,Negotiation,Negotiation,448573,0.75,336429.75,USR000014,Webinar,CMP000027,Pipeline,Executive follow-up,59,True
OPP000350,ACC000176,Pioneer Ops 94 - RevOps Retainer,2025-09-21,2026-01-08,Demo,Demo,249914,0.4,99965.6,USR000018,Paid Search,CMP000030,Best Case,Schedule discovery,35,False
OPP000630,ACC000382,Catalyst Works 16 - HubSpot-SFDC Integration,2025-12-08,2026-04-04,Demo,Demo,181046,0.4,72418.4,USR000007,LinkedIn,CMP000018,Pipeline,Schedule discovery,30,False
OPP000504,ACC000480,BluePeak Cloud 17 - RevOps Retainer,2025-09-24,2025-11-26,Negotiation,Negotiation,28485,0.75,21363.75,USR000019,Direct,CMP000002,Best Case,Technical scoping,4,False
OPP001427,ACC000050,Clearpath Intelligence - Reporting Build,2025-12-23,2026-04-03,Discovery,Discovery,171157,0.25,42789.25,USR000022,Organic Search,CMP000031,Best Case,Schedule discovery,29,False
OPP000955,ACC000049,Summit Platform - HubSpot-SFDC Integration,2025-10-06,2025-10-28,Negotiation,Negotiation,93577,0.75,70182.75,USR000007,Paid Search,CMP000020,Pipeline,Technical scoping,19,False
OPP001634,ACC000442,Apex Platform 59 - CRM Cleanup,2025-02-15,2025-04-12,Proposal,Proposal,22736,0.6,13641.6,USR000021,Partner,CMP000018,Commit,Executive follow-up,18,False
OPP000682,ACC000249,Nova Intelligence 92 - RevOps Retainer,2025-06-03,2025-11-16,Demo,Demo,114485,0.4,45794.0,USR000018,Content Download,CMP000019,Commit,Schedule discovery,43,False
OPP001199,ACC000179,Catalyst Ops 73 - Reporting Build,2025-11-01,2026-01-17,Closed Won,Closed Won,125157,1.0,125157.0,USR000009,Paid Search,CMP000027,Closed,,38,False
OPP001123,ACC000375,Apex Group - Lifecycle Redesign,2026-04-28,2026-09-04,Closed Lost,Closed Lost,133892,0.0,0.0,USR000018,Content Download,CMP000022,Closed,,11,False
OPP001482,ACC000616,Pioneer Platform 96 - HubSpot-SFDC Integration,2025-10-13,2026-03-11,Demo,Demo,148081,0.4,59232.4,USR000022,Event,,Best Case,Send proposal,44,False
OPP001556,ACC000101,Bright Labs 72 - CRM Cleanup,2026-06-03,2026-08-24,Prospecting,Prospecting,39497,0.1,3949.7,USR000023,Partner,CMP000022,Commit,Schedule discovery,34,False
OPP000583,ACC000041,Keystone Solutions - RevOps Retainer,2025-01-14,2025-03-02,Prospecting,Prospecting,31848,0.1,3184.8,USR000022,Organic Search,CMP000034,Pipeline,Send proposal,32,False
OPP000392,ACC000282,BluePeak Markets 96 - Lead Routing,2025-12-23,2026-03-06,Closed Won,Closed Won,51701,1.0,51701.0,USR000011,Partner,CMP000020,Closed,,9,False
OPP000882,ACC000543,Pioneer Labs 30 - Reporting Build,2025-10-19,2026-02-16,Discovery,Discovery,41548,0.25,10387.0,USR000007,Webinar,CMP000001,Commit,Executive follow-up,30,False
OPP001539,ACC000207,Meridian Works - RevOps Retainer,2025-04-08,2025-09-19,Closed Lost,Closed Lost,73685,0.0,0.0,USR000009,Direct,CMP000034,Closed,,22,False
OPP001077,ACC000308,BluePeak Data 9 - Reporting Build,2026-04-11,2026-06-23,Closed Lost,Closed Lost,50553,0.0,0.0,USR000010,LinkedIn,CMP000024,Closed,,19,False
OPP000454,ACC000092,Ironwood Software - Reporting Build,2025-12-03,2026-05-08,Discovery,Discovery,72554,0.25,18138.5,USR000011,Referral,CMP000002,Commit,Technical scoping,33,False
OPP000627,ACC000614,Evergreen Ops 74 - RevOps Retainer,2026-01-24,2026-03-09,Proposal,Proposal,19361,0.6,11616.6,USR000009,Event,,Commit,Schedule discovery,36,False
OPP000055,ACC000179,Catalyst Ops 73 - Lifecycle Redesign,2026-04-29,2026-08-04,Closed Lost,Closed Lost,23202,0.0,0.0,USR000011,Outbound,CMP000029,Closed,,44,False
OPP001535,ACC000532,Northstar Health - Lifecycle Redesign,2025-02-12,2025-07-10,Demo,Demo,192476,0.4,76990.4,USR000011,Webinar,CMP000009,Pipeline,Executive follow-up,21,False
OPP000513,ACC000268,Ironwood Systems 13 - CRM Cleanup,2025-12-15,2026-01-30,Closed Lost,Closed Lost,24615,0.0,0.0,USR000009,LinkedIn,CMP000023,Closed,,9,False
OPP000916,ACC000136,Atlas Dynamics - CRM Cleanup,2025-05-27,2025-07-28,Closed Lost,Closed Lost,12817,0.0,0.0,USR000007,Referral,CMP000029,Closed,,36,False
OPP000931,ACC000532,Northstar Health - Lead Routing,2026-03-13,2026-07-24,Closed Won,Closed Won,296383,1.0,296383.0,USR000014,Outbound,CMP000015,Closed,,38,False
OPP000314,ACC000469,Nova Markets 92 - HubSpot-SFDC Integration,2026-03-12,2026-07-13,Closed Won,Closed Won,69826,1.0,69826.0,USR000018,LinkedIn,CMP000030,Closed,,28,False
OPP001613,ACC000251,Vertex Dynamics 65 - Lifecycle Redesign,2025-10-28,2026-01-19,Demo,Demo,49416,0.4,19766.4,USR000019,Organic Search,,Pipeline,Legal review,14,False
OPP000326,ACC000433,Catalyst Ops - Lead Routing,2026-01-29,2026-05-23,Closed Won,Closed Won,136372,1.0,136372.0,USR000019,Direct,CMP000016,Closed,,21,False
OPP000501,ACC000511,Apex Data - Lead Routing,2026-05-01,2026-08-12,Proposal,Proposal,83749,0.6,50249.4,USR000022,Partner,CMP000026,Best Case,Schedule discovery,27,False
OPP000953,ACC000049,Summit Platform - RevOps Retainer,2025-01-23,2025-03-31,Closed Lost,Closed Lost,62034,0.0,0.0,USR000019,LinkedIn,CMP000036,Closed,,23,False
OPP000689,ACC000226,BluePeak Dynamics 93 - RevOps Retainer,2025-05-18,2025-06-22,Closed Won,Closed Won,29771,1.0,29771.0,USR000027,Direct,,Closed,,25,False
OPP001382,ACC000091,Meridian Group - Reporting Build,2025-06-29,2025-08-19,Negotiation,Negotiation,36133,0.75,27099.75,USR000009,Organic Search,CMP000016,Best Case,No next step logged,7,True
OPP000734,ACC000485,Nimbus Platform 85 - HubSpot-SFDC Integration,2025-10-02,2025-12-29,Discovery,Discovery,26412,0.25,6603.0,USR000014,Outbound,CMP000010,Pipeline,Technical scoping,42,False
OPP000319,ACC000609,Keystone Ops - CRM Cleanup,2025-12-30,2026-05-08,Proposal,Proposal,277556,0.6,166533.6,USR000021,Content Download,CMP000033,Pipeline,Executive follow-up,39,False
OPP000300,ACC000060,Atlas Platform - CRM Cleanup,2026-03-27,2026-06-06,Closed Lost,Closed Lost,45745,0.0,0.0,USR000009,Partner,,Closed,,32,False
OPP001107,ACC000118,Meridian Labs 60 - Lead Routing,2025-10-27,2026-01-24,Prospecting,Prospecting,114681,0.1,11468.1,USR000023,Referral,CMP000006,Pipeline,Technical scoping,43,False
OPP000866,ACC000424,Nimbus Health 75 - CRM Cleanup,2025-08-28,2025-10-27,Discovery,Discovery,63589,0.25,15897.25,USR000007,Content Download,CMP000008,Commit,Executive follow-up,43,False
OPP000264,ACC000582,Evergreen Data 84 - Lifecycle Redesign,2025-12-20,2026-02-22,Discovery,Discovery,6056,0.25,1514.0,USR000027,Content Download,CMP000017,Commit,Schedule discovery,34,False
