account_id,account_name,domain,industry,segment,region,employee_count,annual_revenue_est,account_owner_id,created_date,is_pe_backed,crm_health_score
ACC000220,Meridian Intelligence,meridianintelligen.io,EdTech,SMB,West,140,33151257,USR000014,2024-03-02,False,54
ACC000221,Catalyst Systems,catalystsystems.ai,Healthcare Tech,Mid-Market,International,685,120280151,USR000023,2024-08-10,True,76
ACC000222,Vertex Labs 38,vertexlabs38.co,FinTech,Mid-Market,International,445,102853430,USR000019,2025-12-12,False,82
ACC000223,Clearpath Systems,clearpathsystems.com,SaaS,Mid-Market,Central,234,42293882,USR000010,2024-07-28,False,65
ACC000224,Summit Works 32,summitworks32.ai,Healthcare Tech,SMB,West,107,18730610,USR000010,2024-05-03,True,77
ACC000225,Keystone Data,keystonedata.com,Healthcare Tech,Mid-Market,Southeast,662,146754592,USR000022,2025-04-30,False,70
ACC000226,BluePeak Dynamics 93,bluepeakdynamics93.io,Cybersecurity,SMB,Southeast,154,21445606,USR000005,2025-12-24,False,53
ACC000227,Pioneer Dynamics,pioneerdynamics.net,EdTech,SMB,Mountain,55,8651722,USR000023,2023-11-01,False,93
ACC000228,Cobalt Intelligence,cobaltintelligence.com,Manufacturing Tech,Mid-Market,Northeast,412,47489863,USR000021,2025-08-31,False,68
ACC000229,BluePeak Systems,bluepeaksystems.co,Logistics Tech,Mid-Market,West,692,116160689,USR000023,2024-03-29,False,67
ACC000230,Nimbus Systems 47,nimbussystems47.com,Ecommerce,Enterprise,Mountain,814,131464517,USR000027,2023-02-12,False,74
ACC000231,Summit Group,summitgroup.io,SaaS,Enterprise,Central,1738,398097905,USR000021,2023-11-20,False,77
ACC000232,Nova Networks,novanetworks.co,Logistics Tech,SMB,International,88,11309450,USR000009,2024-05-08,True,58
ACC000233,Clearpath Labs 39,clearpathlabs39.io,SaaS,Enterprise,Mountain,698,126721947,USR000005,2023-01-02,True,77
ACC000234,Nova Works,novaworks.net,EdTech,SMB,Northeast,83,15949917,USR000019,2025-11-28,False,69
ACC000235,Signal Works 47,signalworks47.com,Ecommerce,Mid-Market,Central,440,56533143,USR000007,2023-02-05,False,58
ACC000236,Pioneer Ops,pioneerops.co,Logistics Tech,SMB,Southeast,69,11659266,USR000014,2024-07-12,False,88
ACC000237,Northstar Markets,northstarmarkets.co,Ecommerce,Mid-Market,Northeast,414,51423753,USR000011,2024-06-04,False,72
ACC000238,Cobalt Ops,cobaltops.com,EdTech,SMB,Northeast,135,27741380,USR000009,2025-12-08,True,68
ACC000239,Evergreen Works,evergreenworks.ai,Healthcare Tech,Mid-Market,West,627,96282582,USR000014,2025-05-06,True,64
ACC000240,Atlas Works,atlasworks.co,EdTech,Mid-Market,Mountain,1369,157711717,USR000027,2024-04-27,False,54
ACC000241,Clearpath Labs 95,clearpathlabs95.ai,EdTech,Mid-Market,Central,196,26820790,USR000023,2024-02-23,False,74
ACC000242,Meridian Intelligence 67,meridianintelligen.io,SaaS,Mid-Market,Mountain,296,53034749,USR000022,2025-07-09,False,52
ACC000243,Clearpath Labs,clearpathlabs.io,Healthcare Tech,SMB,Mountain,57,8791106,USR000023,2024-04-03,False,94
ACC000244,Meridian Labs 79,meridianlabs79.io,Logistics Tech,SMB,Central,106,18736351,USR000014,2024-09-12,True,64
ACC000245,Vertex Intelligence 52,vertexintelligence.ai,Cybersecurity,SMB,Mountain,49,7019222,USR000007,2024-12-08,False,62
ACC000246,Apex Networks,apexnetworks.co,Manufacturing Tech,Enterprise,Southeast,1500,279037850,USR000021,2025-02-14,False,74
ACC000247,Nimbus Data 29,nimbusdata29.net,Cybersecurity,Mid-Market,International,134,18753338,USR000019,2026-02-27,False,77
ACC000248,Signal Health,signalhealth.io,Healthcare Tech,Mid-Market,Southeast,1012,161698211,USR000009,2024-10-23,False,77
ACC000249,Nova Intelligence 92,novaintelligence92.com,Manufacturing Tech,Enterprise,Northeast,2687,322816323,USR000011,2023-07-27,False,59
ACC000250,Atlas Networks,atlasnetworks.io,Ecommerce,Mid-Market,Northeast,111,11985152,USR000010,2024-09-18,True,65
ACC000251,Vertex Dynamics 65,vertexdynamics65.com,Ecommerce,Enterprise,Northeast,2080,449914387,USR000022,2023-05-29,True,82
ACC000252,Evergreen Cloud 80,evergreencloud80.com,Healthcare Tech,SMB,Central,113,20483844,USR000018,2024-04-04,False,76
ACC000253,Ironwood Ops,ironwoodops.co,Healthcare Tech,Mid-Market,Mountain,261,26921213,USR000014,2025-01-30,False,53
ACC000254,Clearpath Intelligence 18,clearpathintellige.net,FinTech,SMB,Mountain,49,8824368,USR000018,2023-11-07,True,41
ACC000255,BluePeak Labs,bluepeaklabs.com,Manufacturing Tech,Mid-Market,Mountain,1021,151778199,USR000011,2023-01-12,False,98
ACC000256,Nova Dynamics 46,novadynamics46.net,Cybersecurity,SMB,West,70,15518730,USR000011,2023-05-14,True,88
ACC000257,Vertex Works 80,vertexworks80.net,Healthcare Tech,SMB,Northeast,66,6166648,USR000023,2025-05-08,False,85
ACC000258,Northstar Group 74,northstargroup74.com,SaaS,SMB,West,92,19630231,USR000005,2025-03-03,False,74
ACC000259,Nimbus Software,nimbussoftware.net,EdTech,SMB,Northeast,51,11461701,USR000023,2023-08-26,True,76
ACC000260,Apex Markets,apexmarkets.net,Cybersecurity,Mid-Market,International,224,32509156,USR000011,2025-07-05,True,67
ACC000261,Meridian Works 60,meridianworks60.com,SaaS,SMB,Mountain,92,21608345,USR000019,2023-04-02,True,79
ACC000262,Clearpath Software 45,clearpathsoftware4.net,FinTech,Mid-Market,Central,240,44669747,USR000027,2023-02-12,False,69
ACC000263,Nova Intelligence,novaintelligence.co,FinTech,Mid-Market,Central,358,35343395,USR000021,2024-11-20,True,92
ACC000264,Evergreen Health,evergreenhealth.ai,HR Tech,Mid-Market,Southeast,287,55627545,USR000007,2025-02-02,False,67
ACC000265,Catalyst Cloud 14,catalystcloud14.com,Cybersecurity,Mid-Market,Southeast,269,33119386,USR000022,2025-03-30,False,61
ACC000266,Keystone Dynamics,keystonedynamics.io,Ecommerce,Enterprise,Northeast,3236,487729157,USR000027,2025-02-06,True,81
ACC000267,Nova Software,novasoftware.io,Logistics Tech,SMB,Northeast,174,34807335,USR000019,2024-08-20,False,67
ACC000268,Ironwood Systems 13,ironwoodsystems13.co,Manufacturing Tech,SMB,Southeast,79,16475502,USR000010,2024-10-22,False,57
ACC000269,Bright Labs 38,brightlabs38.co,Logistics Tech,SMB,Central,39,3580906,USR000021,2023-08-30,False,74
ACC000270,Apex Health,apexhealth.co,FinTech,SMB,Central,41,7663454,USR000027,2023-11-04,True,61
ACC000271,Pioneer Labs 53,pioneerlabs53.com,Manufacturing Tech,SMB,Mountain,134,28354787,USR000014,2024-07-07,False,54
ACC000272,Cobalt Platform 66,cobaltplatform66.co,Manufacturing Tech,Enterprise,Central,3745,582873554,USR000022,2023-01-29,True,56
ACC000273,Summit Cloud,summitcloud.com,EdTech,Enterprise,Central,3117,666320558,USR000014,2025-01-28,False,62
ACC000274,Evergreen Intelligence,evergreenintellige.io,HR Tech,Enterprise,Northeast,4088,408791031,USR000021,2025-05-05,False,93
ACC000275,Meridian Labs,meridianlabs.com,SaaS,SMB,Mountain,88,8551366,USR000027,2023-03-28,False,75
ACC000276,BluePeak Data 21,bluepeakdata21.net,Manufacturing Tech,SMB,Mountain,42,5983130,USR000014,2024-02-03,False,58
ACC000277,Meridian Works 77,meridianworks77.ai,Manufacturing Tech,Mid-Market,Northeast,223,38454656,USR000021,2024-06-03,True,47
ACC000278,Ironwood Systems 49,ironwoodsystems49.ai,Healthcare Tech,SMB,Southeast,155,28473427,USR000022,2025-08-19,False,61
ACC000279,Ironwood Solutions 85,ironwoodsolutions8.net,HR Tech,SMB,International,56,5621736,USR000005,2023-08-05,False,59
ACC000280,BluePeak Platform 20,bluepeakplatform20.io,SaaS,SMB,Northeast,200,40442195,USR000027,2025-06-10,True,97
ACC000281,Apex Data 42,apexdata42.co,FinTech,SMB,Southeast,102,10633678,USR000027,2024-05-02,False,59
ACC000282,BluePeak Markets 96,bluepeakmarkets96.com,FinTech,Mid-Market,Northeast,554,69861564,USR000010,2024-11-16,True,74
ACC000283,Evergreen Group,evergreengroup.co,Manufacturing Tech,Enterprise,Southeast,1025,227437556,USR000014,2025-02-18,False,87
ACC000284,Evergreen Group 71,evergreengroup71.ai,Cybersecurity,SMB,Northeast,78,16871383,USR000019,2023-08-26,False,94
ACC000285,Signal Dynamics,signaldynamics.ai,Manufacturing Tech,Mid-Market,Central,445,105776705,USR000010,2024-06-17,False,53
ACC000286,Signal Markets 42,signalmarkets42.co,Ecommerce,Mid-Market,Northeast,481,49918484,USR000027,2023-03-29,False,62
ACC000287,Nimbus Works,nimbusworks.com,Manufacturing Tech,SMB,Southeast,140,25450750,USR000018,2023-01-19,True,83
ACC000288,Atlas Labs 38,atlaslabs38.com,Ecommerce,SMB,Southeast,156,24190931,USR000023,2023-05-16,False,74
ACC000289,Signal Software 70,signalsoftware70.ai,Manufacturing Tech,SMB,International,141,33666780,USR000011,2026-02-01,True,59
ACC000290,Vertex Health,vertexhealth.net,HR Tech,Enterprise,Mountain,980,197325163,USR000005,2023-10-29,False,87
ACC000291,Catalyst Labs 14,catalystlabs14.co,Ecommerce,SMB,International,173,29952178,USR000019,2024-08-20,False,63
ACC000292,Apex Networks 54,apexnetworks54.co,Logistics Tech,Enterprise,International,3149,603842236,USR000010,2025-10-11,False,83
ACC000293,Atlas Labs 13,atlaslabs13.net,HR Tech,Mid-Market,Northeast,344,64157643,USR000027,2024-06-19,True,58
ACC000294,Keystone Networks 6,keystonenetworks6.co,Logistics Tech,SMB,Mountain,72,10666874,USR000027,2023-09-30,False,66
ACC000295,Apex Works 74,apexworks74.net,Healthcare Tech,Mid-Market,Central,295,52214282,USR000011,2025-12-14,False,74
ACC000296,Vertex Data 36,vertexdata36.io,Healthcare Tech,SMB,Central,358,64555221,USR000009,2023-03-01,True,67
ACC000297,Northstar Systems 96,northstarsystems96.ai,Cybersecurity,Mid-Market,Northeast,518,104578388,USR000023,2025-09-24,True,60
ACC000298,Signal Networks,signalnetworks.net,EdTech,Enterprise,Southeast,562,60896360,USR000021,2023-04-23,False,77
ACC000299,Meridian Health 25,meridianhealth25.io,Logistics Tech,SMB,Central,117,23440887,USR000010,2025-08-28,False,52
ACC000300,Apex Solutions,apexsolutions.co,HR Tech,SMB,Southeast,115,18908870,USR000011,2025-12-06,True,56
ACC000301,Apex Solutions 85,apexsolutions85.ai,HR Tech,SMB,West,73,12832001,USR000023,2025-04-16,True,87
ACC000302,Atlas Networks 53,atlasnetworks53.net,Cybersecurity,SMB,International,97,13076457,USR000007,2025-01-26,True,47
ACC000303,Catalyst Dynamics 19,catalystdynamics19.co,FinTech,Enterprise,Southeast,1449,230767627,USR000027,2023-02-18,False,53
ACC000304,Evergreen Markets 98,evergreenmarkets98.net,HR Tech,Enterprise,Mountain,3294,321086945,USR000023,2025-10-06,False,91
ACC000305,BluePeak Intelligence 11,bluepeakintelligen.net,Healthcare Tech,Mid-Market,West,312,46745526,USR000021,2025-09-11,False,67
ACC000306,BluePeak Software,bluepeaksoftware.net,Manufacturing Tech,SMB,Mountain,85,10986747,USR000009,2023-06-12,True,69
ACC000307,Nova Data,novadata.com,HR Tech,Mid-Market,International,388,59881216,USR000022,2023-07-24,True,75
ACC000308,BluePeak Data 9,bluepeakdata9.co,FinTech,SMB,Northeast,160,22702090,USR000018,2024-11-20,False,98
ACC000309,Evergreen Data 88,evergreendata88.ai,SaaS,SMB,Southeast,103,17924598,USR000011,2023-07-18,False,73
ACC000310,Cobalt Labs 56,cobaltlabs56.ai,Healthcare Tech,Enterprise,Northeast,2692,441951480,USR000005,2023-01-21,True,89
ACC000311,Cobalt Markets,cobaltmarkets.com,Cybersecurity,Mid-Market,Southeast,474,75645599,USR000009,2025-05-02,False,53
ACC000312,Pioneer Platform 59,pioneerplatform59.co,EdTech,SMB,West,60,13055544,USR000023,2025-10-11,False,60
ACC000313,Pioneer Health 24,pioneerhealth24.net,EdTech,Enterprise,Northeast,1524,261185970,USR000009,2024-02-27,False,52
ACC000314,Apex Works 61,apexworks61.net,EdTech,Mid-Market,Northeast,385,62641210,USR000018,2025-05-02,True,60
ACC000315,Clearpath Intelligence 21,clearpathintellige.ai,HR Tech,Mid-Market,International,361,79166591,USR000007,2024-03-10,False,70
ACC000316,Bright Ops,brightops.net,SaaS,Mid-Market,Mountain,408,86071901,USR000010,2024-09-02,True,61
ACC000317,Cobalt Health,cobalthealth.net,SaaS,Mid-Market,Southeast,282,32347078,USR000022,2024-01-18,False,60
ACC000318,Bright Platform 58,brightplatform58.io,Manufacturing Tech,Mid-Market,Mountain,236,30284464,USR000005,2025-09-27,False,78
ACC000319,Vertex Works,vertexworks.io,Ecommerce,Mid-Market,Northeast,1102,114743310,USR000022,2025-12-03,False,98
ACC000320,Atlas Cloud 86,atlascloud86.net,HR Tech,Mid-Market,Southeast,475,101324850,USR000011,2024-12-09,False,61
ACC000321,Evergreen Networks 82,evergreennetworks8.co,Manufacturing Tech,SMB,Southeast,32,6685701,USR000005,2023-06-13,True,74
ACC000322,BluePeak Group 91,bluepeakgroup91.co,EdTech,SMB,Mountain,48,10778097,USR000011,2024-07-07,False,79
ACC000323,Meridian Networks,meridiannetworks.net,Logistics Tech,Mid-Market,Mountain,497,71799159,USR000010,2023-10-10,True,56
ACC000324,Atlas Cloud,atlascloud.co,SaaS,Enterprise,Northeast,1662,195507252,USR000018,2024-09-04,False,66
ACC000325,Keystone Cloud,keystonecloud.co,HR Tech,Enterprise,Central,3470,816016934,USR000010,2024-06-27,True,63
ACC000326,Clearpath Intelligence 13,clearpathintellige.net,HR Tech,Mid-Market,West,225,44725012,USR000011,2026-03-31,True,71
ACC000327,Cobalt Software 99,cobaltsoftware99.net,Manufacturing Tech,Enterprise,Mountain,1039,95474881,USR000019,2023-05-11,False,68
ACC000328,Atlas Systems 29,atlassystems29.io,Healthcare Tech,Mid-Market,International,259,56650178,USR000019,2024-10-07,False,80
ACC000329,Catalyst Software,catalystsoftware.co,HR Tech,SMB,Northeast,185,29394609,USR000014,2024-12-25,True,70
ACC000330,Clearpath Intelligence 41,clearpathintellige.ai,Ecommerce,Enterprise,Northeast,2076,262927457,USR000019,2023-06-05,False,86
ACC000331,Clearpath Health,clearpathhealth.co,Ecommerce,SMB,Mountain,65,9242428,USR000014,2025-07-31,True,66
ACC000332,Bright Dynamics 96,brightdynamics96.io,SaaS,Mid-Market,Central,1175,235834682,USR000021,2024-09-11,False,49
ACC000333,Keystone Works,keystoneworks.io,HR Tech,Enterprise,Central,1215,232583360,USR000010,2025-12-25,True,76
ACC000334,Ironwood Group 34,ironwoodgroup34.co,Logistics Tech,SMB,Southeast,54,10167787,USR000009,2023-01-01,False,79
ACC000335,Vertex Markets 25,vertexmarkets25.net,SaaS,SMB,Northeast,191,31877558,USR000005,2023-05-23,True,86
ACC000336,Cobalt Labs,cobaltlabs.com,EdTech,SMB,Mountain,158,36457824,USR000023,2024-04-04,True,53
ACC000337,Vertex Systems 29,vertexsystems29.net,Logistics Tech,Enterprise,Central,3205,288540573,USR000005,2025-06-06,False,76
ACC000338,Apex Systems 70,apexsystems70.net,EdTech,SMB,West,53,8051450,USR000005,2024-08-18,True,67
ACC000339,BluePeak Solutions,bluepeaksolutions.net,Cybersecurity,Mid-Market,West,499,117722307,USR000021,2025-06-17,False,62
ACC000340,Summit Health 69,summithealth69.io,HR Tech,Enterprise,Mountain,1194,256004584,USR000022,2025-02-25,False,87
ACC000341,Pioneer Solutions 52,pioneersolutions52.com,Ecommerce,SMB,Southeast,110,11492818,USR000019,2023-10-13,True,97
ACC000342,Atlas Analytics 85,atlasanalytics85.com,Healthcare Tech,Mid-Market,Southeast,636,64322579,USR000018,2025-09-27,True,64
ACC000343,Bright Systems 91,brightsystems91.io,Healthcare Tech,Mid-Market,Southeast,510,91281450,USR000018,2026-02-24,False,84
ACC000344,BluePeak Labs 31,bluepeaklabs31.io,Logistics Tech,Mid-Market,Central,305,47085103,USR000005,2025-02-17,False,83
ACC000345,Evergreen Labs 24,evergreenlabs24.ai,SaaS,Enterprise,Mountain,1334,286417840,USR000022,2025-10-09,True,72
ACC000346,Vertex Platform,vertexplatform.com,Cybersecurity,Enterprise,Mountain,3416,757828788,USR000022,2025-12-24,True,79
ACC000347,Catalyst Platform,catalystplatform.net,Ecommerce,Mid-Market,Southeast,217,30623551,USR000027,2025-03-30,False,70
ACC000348,BluePeak Intelligence 8,bluepeakintelligen.com,EdTech,Mid-Market,Mountain,789,154166707,USR000007,2023-05-12,False,96
ACC000349,Nova Systems 83,novasystems83.ai,Logistics Tech,SMB,Southeast,134,31572400,USR000010,2023-07-13,True,62
ACC000350,Keystone Networks 89,keystonenetworks89.net,EdTech,Mid-Market,West,664,60050934,USR000022,2024-07-26,False,68
ACC000351,Cobalt Analytics 36,cobaltanalytics36.io,EdTech,SMB,International,71,16736823,USR000023,2023-04-03,False,62
ACC000352,Nova Intelligence 15,novaintelligence15.com,SaaS,Mid-Market,Central,101,16275469,USR000019,2024-10-14,False,51
ACC000353,Pioneer Solutions,pioneersolutions.com,FinTech,Enterprise,West,1530,243924523,USR000009,2024-12-04,False,82
ACC000354,Evergreen Ops 15,evergreenops15.com,Healthcare Tech,SMB,Central,82,8451241,USR000021,2024-07-06,False,81
ACC000355,Cobalt Group,cobaltgroup.co,SaaS,Mid-Market,Central,449,42408154,USR000018,2025-02-17,True,85
ACC000356,Evergreen Dynamics 75,evergreendynamics7.net,FinTech,Mid-Market,International,910,202328292,USR000018,2025-08-14,False,62
ACC000357,Nimbus Works 36,nimbusworks36.co,FinTech,Mid-Market,West,669,156050322,USR000009,2024-06-03,False,64
ACC000358,Keystone Works 63,keystoneworks63.com,Ecommerce,SMB,Central,140,13451733,USR000010,2025-04-29,True,79
ACC000359,Clearpath Health 19,clearpathhealth19.ai,SaaS,Mid-Market,Southeast,557,57840394,USR000014,2024-02-16,False,87
ACC000360,Clearpath Group 57,clearpathgroup57.net,FinTech,Enterprise,Central,795,160969703,USR000014,2025-08-16,False,59
ACC000361,Signal Markets,signalmarkets.ai,FinTech,Mid-Market,Southeast,458,75717953,USR000014,2024-07-16,False,84
ACC000362,Atlas Markets,atlasmarkets.net,HR Tech,Mid-Market,Central,497,53717629,USR000018,2024-01-22,False,80
ACC000363,Nimbus Platform,nimbusplatform.ai,Healthcare Tech,SMB,Northeast,88,11814537,USR000010,2025-09-12,False,69
ACC000364,Evergreen Systems 95,evergreensystems95.co,HR Tech,Enterprise,Southeast,1815,385702891,USR000011,2023-10-04,False,51
ACC000365,Ironwood Cloud 83,ironwoodcloud83.ai,HR Tech,Mid-Market,Central,209,28412928,USR000023,2025-11-19,False,84
ACC000366,Meridian Analytics 59,meridiananalytics5.net,Logistics Tech,Mid-Market,Northeast,472,107377774,USR000018,2025-12-22,True,75
ACC000367,Evergreen Ops,evergreenops.net,SaaS,Enterprise,Central,1914,323220797,USR000027,2024-03-15,True,67
ACC000368,Summit Dynamics 86,summitdynamics86.ai,FinTech,Mid-Market,International,370,62006785,USR000022,2025-07-02,False,78
ACC000369,Bright Platform,brightplatform.ai,EdTech,SMB,West,82,11207975,USR000005,2024-07-29,False,62
ACC000370,Catalyst Dynamics 59,catalystdynamics59.ai,EdTech,SMB,Southeast,254,28215068,USR000023,2025-04-16,True,65
ACC000371,BluePeak Cloud,bluepeakcloud.ai,SaaS,Enterprise,Southeast,1082,113496747,USR000007,2023-12-29,False,73
ACC000372,Cobalt Health 95,cobalthealth95.io,Ecommerce,SMB,Central,33,7425411,USR000014,2023-05-05,False,67
ACC000373,Clearpath Software,clearpathsoftware.net,Logistics Tech,SMB,Central,21,5023802,USR000019,2023-07-20,False,54
ACC000374,Clearpath Group 10,clearpathgroup10.ai,SaaS,SMB,International,84,12417449,USR000007,2025-10-04,False,78
ACC000375,Apex Group,apexgroup.com,FinTech,Enterprise,International,6000,691503260,USR000010,2025-03-31,False,46
ACC000376,Evergreen Networks 44,evergreennetworks4.net,EdTech,Mid-Market,Southeast,224,26699360,USR000010,2023-12-07,False,59
ACC000377,Northstar Ops 52,northstarops52.com,HR Tech,SMB,Southeast,93,13214514,USR000022,2024-04-27,True,78
ACC000378,Keystone Platform,keystoneplatform.com,HR Tech,Enterprise,Mountain,2827,565927768,USR000011,2023-04-14,True,62
ACC000379,Evergreen Networks 48,evergreennetworks4.ai,HR Tech,Mid-Market,Southeast,1038,116461131,USR000007,2024-05-31,False,67
ACC000380,BluePeak Group 78,bluepeakgroup78.co,EdTech,Mid-Market,Northeast,463,78713701,USR000007,2026-03-09,True,78
ACC000381,Clearpath Networks 88,clearpathnetworks8.ai,Healthcare Tech,Mid-Market,International,277,53215407,USR000009,2024-07-11,True,73
ACC000382,Catalyst Works 16,catalystworks16.io,Ecommerce,Enterprise,International,2018,209974641,USR000009,2025-03-30,False,81
ACC000383,BluePeak Platform,bluepeakplatform.co,FinTech,Mid-Market,Northeast,181,21807506,USR000018,2024-02-11,False,60
ACC000384,Ironwood Networks 73,ironwoodnetworks73.io,Logistics Tech,Mid-Market,Central,1796,394826483,USR000009,2025-08-31,False,68
ACC000385,Clearpath Labs 47,clearpathlabs47.com,Logistics Tech,Mid-Market,Mountain,929,196008224,USR000010,2023-06-12,True,95
ACC000386,Keystone Markets 55,keystonemarkets55.co,Logistics Tech,SMB,Mountain,80,17363626,USR000007,2025-04-19,True,87
ACC000387,Apex Dynamics,apexdynamics.ai,SaaS,Enterprise,Central,2769,509465199,USR000010,2023-10-14,False,30
ACC000388,Northstar Data 74,northstardata74.co,Manufacturing Tech,Mid-Market,Northeast,421,77835160,USR000007,2023-10-04,False,87
ACC000389,Evergreen Intelligence 71,evergreenintellige.com,Logistics Tech,Enterprise,Northeast,1221,285246604,USR000010,2023-01-19,True,62
ACC000390,Catalyst Works 6,catalystworks6.co,Cybersecurity,Enterprise,Central,1866,345090481,USR000007,2025-06-29,True,67
ACC000391,Catalyst Software 96,catalystsoftware96.net,Ecommerce,Mid-Market,International,591,121106177,USR000022,2024-06-30,False,88
ACC000392,Vertex Software 28,vertexsoftware28.com,Ecommerce,SMB,Northeast,57,8614492,USR000011,2024-02-18,True,71
ACC000393,Nova Works 39,novaworks39.net,Cybersecurity,SMB,Northeast,287,50671600,USR000023,2023-02-14,False,82
ACC000394,Keystone Labs 37,keystonelabs37.io,FinTech,Mid-Market,Mountain,312,51509215,USR000009,2023-11-18,True,68
ACC000395,Meridian Markets 20,meridianmarkets20.net,Cybersecurity,SMB,International,51,6739684,USR000018,2025-06-22,True,61
ACC000396,Meridian Data,meridiandata.com,Healthcare Tech,SMB,Southeast,169,29126654,USR000021,2024-03-12,True,75
ACC000397,Clearpath Markets 43,clearpathmarkets43.net,SaaS,SMB,International,203,23989814,USR000007,2023-07-02,False,65
ACC000398,Cobalt Platform 29,cobaltplatform29.co,HR Tech,Mid-Market,Southeast,1086,109432278,USR000011,2023-06-09,False,89
ACC000399,Nova Cloud 74,novacloud74.co,Ecommerce,Mid-Market,International,264,35242816,USR000005,2025-11-19,False,57
ACC000400,Clearpath Systems 17,clearpathsystems17.io,Logistics Tech,SMB,Southeast,59,9705754,USR000005,2025-04-29,False,84
ACC000401,Keystone Software,keystonesoftware.io,Cybersecurity,Mid-Market,Mountain,281,29620838,USR000011,2025-10-14,False,50
ACC000402,Nimbus Analytics 49,nimbusanalytics49.io,SaaS,Mid-Market,Southeast,656,116433425,USR000023,2024-01-25,True,74
ACC000403,Keystone Analytics 92,keystoneanalytics9.com,SaaS,Mid-Market,Mountain,280,40329824,USR000019,2023-05-17,False,67
ACC000404,Cobalt Cloud,cobaltcloud.net,HR Tech,SMB,Northeast,104,16127551,USR000023,2023-06-26,False,74
ACC000405,Apex Group 17,apexgroup17.co,FinTech,Enterprise,Southeast,1323,127462797,USR000007,2025-07-17,False,76
ACC000406,Cobalt Health 15,cobalthealth15.ai,Ecommerce,Enterprise,Central,1257,161065327,USR000009,2023-08-23,False,77
ACC000407,Meridian Cloud,meridiancloud.io,Healthcare Tech,Enterprise,Northeast,1118,118289697,USR000022,2025-09-05,False,86
ACC000408,Clearpath Intelligence 94,clearpathintellige.io,FinTech,Enterprise,Southeast,1994,294649427,USR000022,2025-10-20,False,58
ACC000409,Cobalt Health 19,cobalthealth19.com,EdTech,Mid-Market,Central,298,43350652,USR000018,2025-06-10,False,54
ACC000410,Catalyst Solutions 84,catalystsolutions8.com,HR Tech,SMB,Northeast,27,5344597,USR000022,2024-10-10,False,90
ACC000411,Atlas Software 68,atlassoftware68.net,Manufacturing Tech,Mid-Market,Mountain,347,66510177,USR000027,2023-06-11,False,77
ACC000412,Bright Dynamics 65,brightdynamics65.co,Healthcare Tech,Enterprise,Mountain,2452,579134868,USR000019,2025-07-28,False,63
ACC000413,Cobalt Systems,cobaltsystems.ai,Ecommerce,Mid-Market,Mountain,448,59633924,USR000018,2023-08-15,False,69
ACC000414,Evergreen Networks 99,evergreennetworks9.co,Healthcare Tech,Enterprise,West,2267,237989712,USR000022,2024-07-11,True,92
ACC000415,Nimbus Software 7,nimbussoftware7.com,EdTech,Enterprise,Northeast,2635,612181364,USR000011,2024-11-05,False,83
ACC000416,Keystone Platform 12,keystoneplatform12.net,Manufacturing Tech,SMB,Northeast,339,31014626,USR000009,2023-06-20,False,82
ACC000417,Nimbus Analytics,nimbusanalytics.ai,Healthcare Tech,SMB,Northeast,195,30856377,USR000010,2025-02-22,False,64
ACC000418,Vertex Group,vertexgroup.co,Healthcare Tech,Mid-Market,Central,353,45832611,USR000027,2024-10-26,False,74
ACC000419,Bright Dynamics 13,brightdynamics13.co,Healthcare Tech,Mid-Market,Southeast,204,18401420,USR000022,2024-07-08,False,51
ACC000420,Northstar Health 3,northstarhealth3.io,SaaS,Mid-Market,Mountain,490,84301798,USR000019,2025-02-14,False,82
ACC000421,Northstar Intelligence 18,northstarintellige.ai,Healthcare Tech,Mid-Market,West,115,15575296,USR000014,2023-07-14,False,58
ACC000422,BluePeak Analytics 35,bluepeakanalytics3.net,Healthcare Tech,Enterprise,Southeast,1420,140519612,USR000019,2024-05-30,False,98
ACC000423,BluePeak Intelligence,bluepeakintelligen.com,Logistics Tech,Enterprise,Northeast,2684,271998589,USR000009,2023-08-21,True,72
ACC000424,Nimbus Health 75,nimbushealth75.com,HR Tech,Mid-Market,International,637,138279428,USR000021,2024-05-21,False,75
ACC000425,Apex Dynamics 7,apexdynamics7.co,Ecommerce,SMB,Southeast,118,17490532,USR000009,2024-05-05,False,87
ACC000426,Evergreen Ops 30,evergreenops30.ai,HR Tech,Enterprise,Southeast,3959,676284105,USR000027,2023-06-08,False,59
ACC000427,Nova Solutions,novasolutions.com,Ecommerce,SMB,West,56,6167908,USR000021,2025-08-03,True,98
ACC000428,Catalyst Labs 53,catalystlabs53.com,Logistics Tech,Mid-Market,Central,518,121391502,USR000011,2024-08-20,False,69
ACC000429,Evergreen Data 3,evergreendata3.ai,HR Tech,Mid-Market,Central,367,63906139,USR000022,2026-01-21,False,53
ACC000430,Clearpath Intelligence 77,clearpathintellige.co,HR Tech,Enterprise,International,1259,301212231,USR000021,2023-02-19,False,77
ACC000431,Apex Ops 5,apexops5.io,Manufacturing Tech,SMB,Central,37,5755327,USR000023,2025-11-08,True,78
ACC000432,Apex Platform 96,apexplatform96.ai,Healthcare Tech,SMB,Mountain,120,17190739,USR000021,2024-09-10,False,82
ACC000433,Catalyst Ops,catalystops.co,SaaS,Enterprise,Mountain,1899,414235110,USR000027,2024-04-22,False,77
ACC000434,Bright Dynamics 68,brightdynamics68.co,Ecommerce,SMB,Southeast,193,22080157,USR000027,2025-01-23,False,88
